CAGE_CODE,INITIAL_REGISTRATION_DATE,PHYSICAL_ADDRESS_ZIP_POSTAL_CODE,ENTITY_CONGRESSIONAL_DISTRICT,BUSINESS_START_DATE,FISCAL_YEAR_END_CLOSE_DATE,ENTITY_STRUCTURE,STATE_OF_INCORPORATION,BUSINESS_TYPE_STRING,NAICS_CODE_STRING,PSC_CODE_STRING,CREDIT_CARD_USAGE,SBA_BUSINESS_TYPES_STRING
3GUY7,20030725,54806,07,19781012,0331,2L,WI,2X,221320Y~236220Y~238220Y~238910Y,,N,XX        
1TCA0,20020401,52806,02,20000605,1231,2L,IA,27~2X~8E~8W~A2~XS,425120Y~484110Y~484121Y~484122Y~484220Y~484230Y~488510E~492110Y~492210Y,R602~V112~V129,Y,A620220819
1CK93,19971210,03570,02,19450101,1231,2L,NH,2X~XS,115310E~237310Y~321113Y~321912Y~321920Y~321999Y~424950Y~442210Y~444110Y~444120Y~444130Y~444190Y~444210Y~484110Y,4010~5130~5305~5306~5310~5315~5510~5520~5530~6145~8010,Y,XX        
4Z748,20040816,05038,00,19570901,1231,2L,VT,2X~8W~A2~MF~XS,332119Y~332510Y~332618Y~332722Y~332999Y~333517Y~339993Y,,N,XX        
6V169,20010615,01089,01,19450915,1231,2J,MA,27~2X~MF~XS,331529Y,9530~9540,Y,XX        
0W7V5,20030123,05750,00,19590120,0930,2L,VT,2X~MF~XS,332710Y~332721Y~332722Y~332994Y~333318Y~333515Y~333517Y~339112Y~339113Y~339114Y,1270~1615~1620~2520~2840~2895~3470~5305~5306~5310~5325~5340~5342~5355~5365~AC94~AC95~AD92~AR13~AR17,N,XX        
82872,20010523,10451,15,19480915,1231,2L,CT,27~2X~A5~MF~XS,332710Y~332721Y~333316Y~334210Y~334220Y~334290Y~334310Y~334418Y~335929Y~336411Y~336413Y~339999Y,1420~1680~2590~3020~5930~5965~5995~6760,Y,XX        
1VLH6,20020415,99201,05,20020214,1231,2L,WA,2X~8W~A2~LJ,541330E~541511Y~541519E~541611Y~541614Y~541618Y~541620Y~541690Y~541715E~541720Y~541990Y~561210Y~561311Y~561312Y~561320Y~561499Y~561990Y~562910E~562998Y,AD24~AD26~AD94,Y,XX        
1WRQ1,20020108,11207,08,19610102,1231,2L,NY,27~2X~8W~A2~G9~HQ~MF,314910Y~314999Y~321920Y~322211Y~322220Y~322230Y~325211Y~326111Y~326112Y~326113Y~326199Y~331315Y~333993Y~339112Y~339113Y~339940Y~339999Y~423840Y~424130Y,3990~6530~6640~7510~8105~8135~8145~9330~9930,Y,XX        
463J9,20051007,71457,04,20080101,1216,2K,LA,23~27~2X~8E~8W~A2~LJ~OY,236115Y~236116Y~236220Y~238310Y~238320Y~238330Y~238350Y~238390Y~238990E,,N,XX        
1XU64,20020401,10474,15,20010401,1231,2L,NJ,27~2X~LJ~MF,332618Y~339999Y~423810Y~921190 ,1070~6110~AD92~AV21~AV23~AV41~AV43~AV91~AV93~H213~H313~K013~P400,Y,XX        
53WX1,20080611,28504,03,20090901,0831,2L,DE,27~2X~8W~A2~MF~XS,313240Y~313310Y~314120Y~314999Y~315190Y~315280Y,,Y,XX        
1U188,20020403,20005,98,19770301,1231,2L,DC,2X,541120 ~541199Y~541922Y~541930Y~561320Y~561410Y~561492Y,,Y,XX        
3L1A3,20031030,96020,01,19980428,1231,2L,CA,2X~XS,237110Y~237120Y~237130Y~237210Y~237310Y~237990E~238110Y~238910Y~238990E,,Y,XX        
1WK08,20011219,78205,35,20001010,1231,2J,TX,23~27~2X~A5~LJ~PI~QF,221320Y~236118Y~236210Y~236220Y~561210Y~561720Y~562910E~722310Y,,Y,XX        
1SAJ6,20001215,21218,07,19971010,1231,2L,MD,23~27~2X~8E~8W~A2~HQ~OY,511210Y~518210Y~519190Y~541211Y~541511Y~541512Y~541513Y~541519E~541611Y~541618Y~541690Y~541990Y~561421Y~561422Y~561431Y~561499Y~611420Y~611710Y,5960~5961~5962~5965,Y,XX        
1C3K1,20020420,02119,07,19100101,1231,2J,MA,2X~LJ~MF,314910Y~314999Y~316998Y~326111Y~331315Y~332311Y~332321Y~332439Y~332510Y~332618Y~333999Y~336413Y~424990Y~441310Y,,Y,XX        
8M630,20020121,07201,08,19461107,1231,2L,NJ,2X~XS,313210Y~313310Y~314910Y~314994Y~314999Y~322121Y~322220Y~326111Y~326199Y,K081~K083,Y,XX        
6J2E8,20110901,47348,05,19691219,1231,2L,MI,2X~A5~MF~XS,326111Y,8105,Y,XX        
4PTV3,20070320,20912,04,20051118,1231,2L,MD,23~27~2X~HQ~OY,236210Y~236220Y~237990E~238210Y~238220Y~238390Y~423490Y~484210Y~541513Y~561210Y~561720Y~561730Y~811310Y,,Y,XX        
68W76,20110120,78229,20,20050406,1231,2L,TX,23~27~2X~HQ~QZ~XS,518210Y~519120Y~541330E~541430Y~541490Y~541511Y~541512Y~541513Y~541611Y~541618Y~541690Y~541990Y~561110Y~561210Y~561311Y~561320Y~561499Y~611430Y~621111Y~621999Y~622110Y~624230Y~813110Y,AD95~AD96~AD97~AE16~AJ95~AJ96~AJ97~AK16~AL16~AL26~AL96~AN46~AN56~AN57~D310,Y,A620210302~XX        
52ZU1,20080515,49037,03,20000501,1231,2L,MI,23~27~2X~LJ~MF~OY,237130Y~332312Y~332313Y~333995Y~333999Y~336350Y~336390Y~336413Y~423450Y~493110Y~561210Y~561990N,,Y,XX        
4Z4V4,20080128,32835,10,20070814,0808,2L,FL,23~27~2X~HQ~LJ~OY,221210Y~324191Y~325120Y~325180Y~325199Y~423620Y~423740Y~424480Y~424690Y~424710Y~424720Y~454310Y~488190Y~532120Y~532210Y~532284Y~532289Y~532310Y~532490Y~561210Y~561499Y~562111Y~562991Y~562998Y~722320Y~812320Y~812331Y~812332Y,,Y,A620240619
94312,20000223,18017,15,19430101,1231,2L,PA,2X~MF,327110Y,,Y,XX        
6PM01,20120303,77573,14,20020202,1231,2L,TX,23~2X~8E~8W~A2~HQ~OY~XS,541213Y~541214Y~541219Y~541611Y~541612Y~541690Y~561110Y~561320Y~561499Y~561611Y~611430Y~624120Y,R431~R699~R703~R799~U099,Y,A620211108
6A839,20060302,07206,08,19590630,0630,2L,NJ,23~27~2X~MF~PI,332996Y,4730,Y,XX        
4XM80,20071128,13502,22,19600603,1231,2L,NY,2X~MF,323111Y,T011,Y,XX        
5BF40,20090211,92126,52,20060706,1231,2L,CA,23~27~2X~8E~8W~A2~FR~XS,238210Y~334112Y~334210Y~423430Y~518210Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541618Y~541690Y~541990Y~561110Y~561320Y~611420Y~811212Y,7010~7020~7021~7022~7025~7030~7035~7045~7050~J070,Y,A620200210
6N2D2,20120129,20910,08,19910101,1231,2J,MD,2X~HQ~LJ~OY,541110Y~541199Y~541611Y~541612Y~541618Y~561210Y~561311Y~561320Y~561611Y~561730Y~561790Y,R431~S208,Y,A620220816
1SUZ5,20010206,42240,01,19970815,1231,2L,KY,23~27~2X~OY,236210Y~236220Y~237110Y~237120Y~237130Y~237310Y~237990E~238110Y~238130Y~238140Y~238160Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238350Y~238390Y~238910Y~238990E~561210Y~562910E,,N,XX        
1LB86,20000421,30909,12,19970812,1231,ZZ,GA,2X~XS,237130Y~238210Y~238990E~335311Y~811310Y,J059~J061~K059~K061~N059~N061~S112,N,XX        
3EXA7,20030418,97471,04,19920901,1231,2L,OR,2X~XS,113110Y~115310E~541360Y~541370Y~541620Y,,N,XX        
66TE9,20101117,23225,07,20070107,1231,2L,VA,23~27~2X~FR,325998Y~531120E~531190E~531210N~541310N~541690Y~561210Y~561320Y~561720Y~561740N~621111Y,S201~S214~S216,Y,A620241012
66ZF4,20101116,15701,15,20090101,1231,2L,PA,27~2X~A5~QF~XS,238910Y~443142Y~493110Y~518210Y~541199Y~541330E~541611Y~541612Y~541614Y~541618Y~541690Y~541720Y~541910Y~541990Y~561110Y~561210Y~561311Y~561320Y~561421Y~561499Y~561720Y~561790Y~561990Y~611430Y~611519E~611620Y~611699Y~611710Y~621111Y~621112Y~621310Y~621330Y~621340Y~621399Y~621498Y~621511Y~621512Y~621610Y~621999Y~622110Y~624120Y~811213Y,AA26~AA36~AD92~AD93~AD96~AD97~AJ95~AJ96~AN46~AN51~Q101~Q201~Q401~Q402~Q702~R401~R497~R498,N,XX        
54PL4,20080707,61341,16,19961105,1231,2L,IL,27~2X~8W~A2~MF,322230Y~325992Y~339940Y~424120Y,7510~7520~T099,Y,XX        
52Z71,20090813,53092,06,20060926,1231,2K,WI,23~27~2X~HQ~LJ~OY,511210Y~518210Y~519130Y~519190Y~541511Y~541512Y~541513Y~541519E~541611Y~541618Y~541690Y~541990Y~561422Y~561720Y~811212Y,AD26~AJ23~AJ24~AJ26~D302~D306~D308~L099~R408~R425~R499~R612~R699~R702,Y,A620240328
3GHL2,20030708,67207,04,20000401,1231,2L,KS,2X~A2~MF~XS,314999Y,,Y,XX        
0GFJ5,20011210,54235,08,19490523,0331,2L,WI,2X,237990E~532411Y~562910E,,N,XX        
1L1U4,20020304,20877,06,19940401,1231,2L,MD,23~2X~FR~XS,236210Y~236220Y,,N,XX        
1VL94,20010929,24171,09,18850101,1231,2L,VA,23~2X~NB~XS,221310Y~221320Y~236115Y~236116Y~236118Y~236210Y~236220Y~237110Y~237210Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238160Y~238170Y,,N,XX        
1BEL2,20020410,24219,09,19451201,0430,2L,VA,27~2X,236210Y~236220Y~237110Y,,N,XX        
47NG6,20051114,71101,04,20050101,1231,2L,LA,23~27~2X~HQ~LJ~OY,523920Y~523930Y~524113Y~524210Y~524298Y~525110Y~541611Y~611430Y,B547~R710,N,XX        
0CTG1,20020408,39350,02,19320101,1231,2L,MS,2X~A5~QF~XS,221114Y~236116Y~236118Y~236210Y~236220Y~237110Y~237120Y~237130Y~237210Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238190Y~238210Y~238220Y~238310Y~238910Y~531120E~561730Y~562910E,AD66~AD67,N,XX        
0ECA0,20030430,52732,02,19561201,1231,2L,IA,27~2X~8E~8W~A2~XS,236210Y~236220Y~238120Y~238220Y~238990E~332311Y~332312Y~332313Y~332322Y~332420Y~332439Y~332996Y~332999Y~423490Y~423810Y~423830Y~423840Y~561210Y,,Y,A620240315
1F6P9,20020405,22192,11,19891030,1231,2L,VA,27~2X~8E~8W~A2~HQ~OY~XS,517919Y~518210Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541613Y~541614Y~541990Y~561110Y~611420Y~611430Y~611512Y,D301~D302~D306~D308~D310~D311~R799,Y,XX        
65PH5,20101009,23669,03,20100104,1231,2L,VA,23~27~2X~HQ~LJ~OY,236115Y~236116Y~236118Y~236210Y~236220Y~237110Y~237310Y~238110Y~238120Y~238130Y~238140Y~238160Y~238170Y~238190Y~238210Y~238220Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~325510Y~336611Y~541611Y~561210Y~561730Y~561790Y~562910E~623110Y~712120Y,,Y,A620230403~XX        
7EAK6,20030424,13205,24,19970922,1231,2L,NY,23~27~2X~8E~8W~A2~HQ~OY~XS,238210Y~321992Y~334310Y~337127Y~337211Y~337215Y~423210Y~423220Y~423430Y~423440Y~423610Y~423690Y~423840Y~423850Y~442110Y~488490Y~517911Y~541410Y~541890Y~561730Y~562910E~611420Y~811213Y,5995~6145~6150~L071~L075~N071,Y,XX        
3E0T5,20030424,13205,24,19970922,1231,2L,NY,23~27~2X~8E~8W~A2~HQ~OY~XS,238210Y~321992Y~334310Y~337127Y~337211Y~337215Y~423210Y~423220Y~423430Y~423440Y~423610Y~423690Y~423840Y~423850Y~442110Y~488490Y~517911Y~541410Y~541890Y~561730Y~562910E~611420Y~811213Y,5995~6145~6150~L071~L075~N071,Y,XX        
1GDS6,20020219,28711,10,19980105,1231,2L,NC,2X~XS,332722Y~332999Y~339115Y~423120Y~423690Y~423710Y~423840Y,4730~8115~9320,N,XX        
26993,20000927,21215,07,19200101,1231,2L,MD,2X~MF,331524Y~332710Y~332721Y,,Y,XX        
4A276,20000329,21613,01,19480101,1231,2L,MD,2X~MF~XS,332112Y,1055~1095~1310~1325~1330~1336~1340~1345~1351~1390,N,XX        
7E943,20010605,24354,09,19570601,1231,8H,VA,2X~MF~XS,332710N~332721N~336413N,,Y,XX        
4V7D7,20070904,92677,48,19970101,1231,2K,CA,23~27~2X~QZ~XS,334516Y~339113Y~423450Y,6515~6532~6640~AJ51~AJ52,Y,A620210903
93909,19971218,27101,05,19290101,0331,2L,NC,2X~MF,313210Y~313220Y~322220Y~326112Y~326130Y~327420Y~327999Y~332812Y~332996Y~333999Y~334511Y~335932Y~336413Y~336611Y~339112Y~339113Y~339991Y~339993Y~423450Y~423840Y~424210Y~541330E,2250~8305,Y,XX        
67HF4,20101209,71457,04,19971124,1231,2L,LA,27~2X~HQ~OY~XS,213112Y~324110Y~324191Y~424710Y~424720Y~447110Y~447190Y~484110Y~484121Y~484122Y~484220Y~484230Y~486110Y~486910Y~486990Y,2320~9110~9130~9135~9140~9150~S111~S204~S212~V112,N,A620250110~XX        
3ECL4,20030320,20705,05,19560409,1231,2L,DC,23~27~2X~8E~8W~A2~HQ~NB~OW~XS,236210Y~236220Y~238220Y~238290Y~238310Y~238320Y~238350Y~335110Y~335121Y~335122Y~335129Y~541310Y~541330E~541350Y~541410Y~561210Y~811310Y,K041~N041~N045,Y,A620200614
55UF5,20080811,31006,02,19480228,1231,2L,GA,2X~XS,237110Y~237310Y~238910Y~562212Y,,N,XX        
4WEA9,20071011,00917,98,20000215,1231,2L,PR,27~2X~8W~A2~PI,541330E~541620Y~541690Y~611430Y,AD26~AH16~AH24~AH26~AH31~AH34~AH42~AH46~AH94~AH96~AJ36~AJ96~AK16~AP21~AP26~AT56~F019~F099~F110~F112~F114~F115~F999~U099,Y,XX        
8A261,20011127,29115,06,20180410,1231,2L,SC,2X~MF,321114Y~321213Y~321912Y~321999Y,5510~5520~5530~5660~K032~K055,Y,XX        
5AJE8,20090114,29596,07,19180101,0930,2L,SC,27~2X~MF~XS,238120N~327331Y~423320Y~423840Y~444190Y,5620~5650,Y,XX        
1XL02,20020322,37766,03,19360101,1231,2L,TN,2X~MF~XS,332313Y~332322Y~332323Y~332510Y~332999Y,5365~9540~K095,Y,XX        
3DRM8,20030219,74902,02,19951001,1231,2L,OK,2X~XS,237310Y~238990E,Z2LB~Z2LZ~Z2PZ,N,XX        
1A9T6,20020228,15216,18,19900101,1231,2L,PA,23~27~2X~8E~8W~A2~G9~HQ~XS,541330E~541350Y~541380Y~541420Y~541511Y~541512Y~541519E~541611Y~541618Y~541620Y~541690Y~541720Y~541990Y~561210Y~562910E~611430Y~611710Y~621399Y~622110Y,AJ33~B502~B506~B528~B534~R425~R799,Y,XX        
1VWF0,20020319,39817,02,19620516,1231,2L,GA,2X~XS,236210Y~236220Y~237110Y~237130Y~237310Y,Y1AA~Y1AZ~Y1BB~Y1BD~Y1EB~Y1EC~Y1EZ~Y1JZ~Y1ND~Y1NE,N,XX        
5NZN1,20090904,76120,06,20070701,1231,2K,TX,23~27~2X~8E~8W~A2~LJ~PI,238990E~561210Y~561720Y~561730Y~561740Y~561790Y,S201~S209~S214,Y,A620250226
5WPQ9,20100225,98023,09,20070726,1231,2L,WA,23~27~2X~8E~8W~A2~FR~HQ~XS,541330E~541380Y~541611Y~541612Y~541618Y~541690Y~541990Y~611430Y,R408~R410~U004~U006~U009~U012,N,A620201117
3GN22,20030717,99139,05,19890401,1231,2L,WA,2X~XS,212321Y~238910Y,,N,XX        
1XA60,20020219,21613,01,19981101,0101,ZZ,MD,2X~LJ,517919Y~518210Y~519130Y~519190Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541618Y~541690Y~541715E~541990Y~561621Y~611420Y~611430Y~611519E,,N,XX        
4MX19,20070119,13032,22,20000201,1231,2L,NY,2X~MF,221330Y~326122Y~332996Y~486990Y,,Y,XX        
09FE7,20010417,30314,05,19970401,1231,2L,GA,23~27~2X~8E~8W~A2~HQ~OY~XS,541310Y~541330E~541350Y~541380Y~541611Y~541618Y~541620Y~541690Y~561110Y~561210Y~561320Y~561499Y~562910E~611430Y~611513Y~611710Y~621112Y~621330Y~621399Y~621511Y~621512Y,5680,N,XX        
46RD5,20051021,77075,29,19970401,1231,2L,TX,23~27~2X~HQ~OY,236220Y~237130Y~238210Y~238290Y~238990E~334220Y~334290Y~423430Y~541211Y~541219Y~541511Y~541512Y~541513Y~541519E~541990Y~561621Y~811213Y,5995~6021~7010~D307~D316~N058~N059~N060,N,A620211009
1DRX8,20020319,42003,01,19960701,1231,2L,KY,2X~XS,541330E~541360Y~541370Y~541380Y~541620Y,B502~B510~B513~B517~B518~B519~B530~B532~B533~C211~C212~C213~C219~C220,Y,XX        
3TDQ9,20040330,96067,01,19801101,1231,2L,CA,2X~XS,113310Y~115310E,,N,XX        
0M6E8,20030331,94804,11,19840401,1231,2L,CA,23~27~2X~8E~8W~A2~FR~XS,423610Y,5630~5935~5970~5975~5995~6105~6110~6125~6145~6150~6210~6240~6250~6260,Y,A620250212
636L7,20100803,60642,07,20040101,1231,2L,IL,23~27~2X~NB~OW~XS,541612Y,,Y,A620200224
5D6H0,20090320,73533,04,19740101,1231,2L,OK,2X~MF~XS,332710Y~332721Y~332994Y~333249Y~333999Y~336411Y~336413Y~336415Y~336419Y~336992Y~336999Y,,N,XX        
0D6L4,20020304,66048,02,19590108,1231,2L,KS,27~2X~8E~8W~A2~HQ~XS,236116Y~236118Y~236210Y~236220Y~237110Y~237210Y~237310Y~237990E~238110Y~238120Y~238140Y~238190Y~238220Y~238290Y~238310Y~238320Y~238350Y~238390Y~238910Y~238990E,,Y,XX        
542D7,20080814,22026,11,20070705,1231,2L,VA,23~27~2X~8W~A2~A5~OY~QF~XS,236210Y~236220Y~518210Y~519130Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541614Y~541618Y~541720Y~541990Y~561110Y~611420Y~611710Y~624190Y,,Y,A620190512
4ZH10,20080207,20112,01,20070705,1231,2L,VA,23~27~2X~A5~LJ~OY~QF,334220Y~334290Y~511199Y~517410Y~519190Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541618Y~541690Y~541990Y~561110Y~561611Y~561621Y~611420Y~611430Y~611691Y~611710Y~811213Y,,N,A620200222
1DJE1,20020130,75229,33,19801020,1231,2L,TX,23~27~2X~HQ~QZ~XS,424120Y~425110Y~453210Y~541890Y,6135~6140~7510~7520~7530~7540~7910~7920~8135~9905~9999,Y,A620260812
64SS3,20100915,21117,02,20081010,1231,2L,MD,27~2X~HQ~LJ~OY,236220Y~238290Y~425120Y~541340Y~541410Y~541420Y~541430Y~541490Y,,N,A620251104
6M3E9,20111215,42653,05,20000301,1231,2L,KY,2X~LJ,334510Y~339112Y~423450Y~532283Y~621498Y~621610Y,,Y,XX        
8C1K6,20081023,32713,06,20080609,1231,2L,FL,2X~A5~LJ~QF,213112Y~236210Y~236220Y~237110Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238160Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~324121Y~332311Y~332410Y~337214Y~337215Y~541330E~541350Y~541360Y~541620Y~541990Y~561720Y~561730Y~561790Y~561990Y,AD66~H156~Y1AA~Y1AB~Y1AZ~Y1CA~Y1CZ~Y1DA~Y1DB~Y1DZ~Y1EA~Y1EB~Y1EC~Y1FA~Y1FB~Y1FD~Y1FE~Y1FZ~Y1GC~Y1GD~Y1GZ~Y1HA~Y1HB~Y1HC~Y1JA~Y1JZ~Y1LZ,N,A620241023
58CP0,20081023,32713,06,20080609,1231,2L,FL,2X~A5~LJ~QF,213112Y~236210Y~236220Y~237110Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238160Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~324121Y~332311Y~332410Y~337214Y~337215Y~541330E~541350Y~541360Y~541620Y~541990Y~561720Y~561730Y~561790Y~561990Y,AD66~H156~Y1AA~Y1AB~Y1AZ~Y1CA~Y1CZ~Y1DA~Y1DB~Y1DZ~Y1EA~Y1EB~Y1EC~Y1FA~Y1FB~Y1FD~Y1FE~Y1FZ~Y1GC~Y1GD~Y1GZ~Y1HA~Y1HB~Y1HC~Y1JA~Y1JZ~Y1LZ,N,A620241023
5B1B6,20090130,63901,08,20080101,1231,2L,MO,2X~LJ,221320Y~236210Y~236220Y~237110Y~237120Y~237210Y~237310Y~237990E~238110N~238120N~238130N~238140N~238160N~238170N~238190N~238220N~238290N~238310N~238320N~238350N~238390N~238910N,,N,XX        
1F6K2,19980712,29550,07,19950105,1231,2L,SC,23~27~2X~HQ~OY,238140Y~238160Y~238210Y~238220Y~238310Y~238320Y~238330Y~561320Y~561612Y~561710Y~561720Y~561730Y~561740Y~561790Y,S299,Y,XX        
9E328,20011227,35234,07,19170101,1231,2L,AL,2X~MF~XS,321214Y~332312Y~332710Y~332999Y~333131Y~333132Y~333923Y~336419Y~336992Y,,N,XX        
0J943,20010710,39701,01,19460101,0630,2L,MS,2X,236220Y~237110Y~237310Y~237990E~238110Y~238120Y~238190Y~238910Y,,N,XX        
64YA4,20100916,20783,04,19941012,1231,2L,MD,23~27~2X~HQ~PI~XS,236118Y~236220Y~238110Y~238130Y~238140Y~238150Y~238160Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~484210Y~541512Y~561720Y,,Y,A620200505~XX        
5EC94,20090409,22554,01,20070327,1231,2L,VA,27~2X~XS,511210Y~541512Y~541519E~541611Y~541990Y,,N,XX        
1SJL7,20020331,22407,07,20001107,1231,2L,VA,23~27~2X~A5~OY~QF~XS,334111Y~334310Y~518210Y~524291Y~541219Y~541330E~541430Y~541511Y~541512Y~541513Y~541519E~541611Y~541614Y~541618Y~541690Y~541990Y~561110Y~561210Y~561499Y,5820~5836~7730~D301~D302~D303~D305~D306~D307~D309~D310~D311~D314~D318~D399~R408~R413~R425,Y,XX        
6B9R2,20110314,53406,01,20080201,1218,2K,WI,23~27~2X~8W~A2~LJ~OY,621330Y,AN55,Y,A620200516
57TX4,20081007,91311,30,20080801,1231,2L,CA,23~2X~A5~FR~LJ,332618Y~334418Y~334419Y~335931Y~423610Y~423690Y,5995~6145,N,XX        
4X0M7,20071105,48083,11,20070802,1231,2K,MI,2X~LJ,325520Y~325992Y~326111Y~332216Y~332722Y~333515Y~333517Y~333991Y~333999Y~335110Y~335999Y~336413Y~339113Y~339940Y~339999Y~423420Y~423440Y~423490Y~423690Y~423710Y~423840Y~423990Y~424690Y~424990Y~444130Y,,Y,XX        
4S828,20011102,44857,04,19060101,1231,ZZ,OH,2X~MF~XS,327390Y,,Y,XX        
3TMB3,20040405,44104,11,19590401,1231,2L,OH,2X~MF,311513Y,,Y,XX        
3V6G1,20040524,59923,00,20040107,1231,ZZ,MT,2X~LJ,115310E~238910Y~624230Y,,N,XX        
8S101,20010420,45403,10,19100101,1231,2L,OH,2X~MF,313210Y~314910Y~326111Y~424310Y~424990Y,,Y,XX        
5AZ61,20120711,77042,09,20100524,1231,2L,TX,23~27~2X~8E~8W~A2~HQ~QZ~XS,518210Y~519130Y~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541618Y~541690Y~541720Y~611430Y~611519E~611699Y~611710Y~624310Y,,N,A620220318
5N0D9,20090818,15501,12,20080414,1231,2L,PA,2X~MF,326199Y~333511Y,,Y,XX        
1CUD6,20011029,00923,98,19910101,1231,2L,PR,23~27~2X~PI,238210Y~238220Y~333415Y~423610Y,6105~N041~N043~N045~N047~N048,N,XX        
5MHR7,20090807,25234,02,19950201,1231,2K,WV,27~2X~LJ,237120Y,,N,XX        
7H596,20011016,15501,12,19650101,1231,2L,PA,2X~MF,332912Y,2040~3940~4030~4710~4720~5120~5340,Y,XX        
1YG56,20020515,20005,98,20000912,1231,2L,MD,23~27~2X~HQ~LJ~OY,238210Y~518210Y~519190Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541618Y~541690Y~541990Y~561320Y~561621Y,D300~D301~D302~D303~D304~D305~D306~D307~D308~D309~D310~D311~D312~D314~D315~D316~D317~D318~D319~D320~D321~D322~D324~D325~D399~R408~R415~R420~R425~R429~R431~R499,Y,A620251025
27941,20010711,15717,15,19540101,1231,2L,PA,2X~MF~XS,332322Y,,N,XX        
4DWN7,20060501,45640,06,19970101,1231,2L,OH,2X~XS,238390Y~453210Y~453998Y~532420Y~541890Y~561720Y~561990Y,,Y,XX        
3GRQ3,20030722,21230,03,19941104,0101,2L,MD,27~2X~XS,238910Y~531390Y~541330E~541350Y~541380Y~541620Y~541690Y~562112Y~562212Y~562910E,4235~AH96~AP96~B510~F101~F103~F107~F108~F109~F999~R428,Y,XX        
67U65,20101221,33712,13,20070604,1231,2L,FL,23~27~2X~OW~OY~XS,484210Y~488991Y~561910Y,V003~V228~V301~V999,Y,XX        
1M9E0,20000925,23324,03,19971015,1231,2J,VA,2X~A5~XS,332813Y~336611Y,J047,N,XX        
7D058,20010806,15108,18,19650301,1231,2L,PA,23~27~2X~MF~PI,321999Y~326199Y~339991Y~339999Y,1560~1660~1680~1730~4510~5340~8125~8135~8140~9320~9330,N,A620200215
6DP96,20110503,70122,02,20020706,1230,2L,LA,23~27~2X~HQ~OY~XS,236118Y~236210Y~236220Y~237110Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238160Y~238170Y~238190Y~238310Y~238320Y~238390Y~238910Y~238990E~541611Y~541618Y~561720Y,AD26~AD61~AD62~AD63~AD64~AD65~AD66~H156~N056~P400,N,A620260714
3PDD8,20040107,98387,10,20000101,1231,2J,WA,23~27~2X~HQ~LJ~OY,236115Y~236116Y~236117Y~236118Y~236210Y~236220Y~237110Y~237130Y~237310Y~237990E~238110Y~238120Y~238130Y~238160Y~238170Y~238190Y~238290Y~238310Y~238320Y~238350Y~238390Y~238910Y~238990E~321211Y~423390Y~493190Y,,N,A620200121
5ZGL8,20100428,19149,13,20071231,1230,2L,PA,27~2X~HQ~OY~XS,423860Y~485210Y~485310Y~485320Y~485410Y~485510Y~485991Y~485999Y~488119Y~541219Y~541330E~541519E~541611Y~541690Y~541930Y~541990Y~561110Y~561210Y~561320Y~561499Y~561599Y~561621Y~561990Y~621610Y~621910Y~621999Y~624110Y~624120Y~624190Y~624229Y~624310Y~624410Y~812990Y,R608~V119~V122~V129~V212~V222~V226~V231~V241~V251~V301~V999,Y,XX        
6GD02,20110721,34104,19,19941128,0630,2L,FL,23~27~2X~HQ~PI,212312Y~212321Y~221310Y~237110Y~237210Y~237310Y~237990E~238190Y~238910Y~238990E~484110Y~484121Y~484220Y~484230Y~488490Y,3805~3825~3895~W038~Y1BD~Y1KA~Y1KB~Y1LA~Y1LB,N,A620230306
57DB7,20080922,77086,18,20040610,1231,2L,TX,23~27~2X~PI~XS,236118Y~236210Y~236220Y~238120Y~238130Y~238140Y~238160Y~238170Y~238210Y~238220Y~238310Y~238320Y~238330Y~238340Y~238350Y~238990E~541310Y~541320Y~541330E~561210Y~561720Y~561730Y~561740Y,,Y,XX        
33ZS4,20041206,39209,02,19970201,1231,2L,MS,23~27~2X~HQ~OY,236115Y~236210Y~236220Y~237110Y~237990E~238140Y~238160Y~238210Y~238320Y~238990E~531320Y~541310Y~541611Y~541690Y~561210Y~562991Y~624230Y,,N,XX        
